device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
Mid-range,164,414,40,1.4871223053413445,0.389485853005447,2000,BCH,0.01220121233524225,449.0028925087478,3.9757041479394597,0.27048972630793566,2.8805221520247803,0.8599059298325709,0.2143884297792023,0.17855010172100738
Mid-range,139,309,45,5.522164745550785,0.7192908521336709,5000,LDPC,0.06174329139486363,228.2408409259293,2.925916011540552,0.36562722935228764,2.0084972655942774,0.6062581430268277,0.2843638702886628,0.1435765247910178
Low-end,115,287,38,3.189835932660987,1.5700871588140557,5000,BCH,0.08021409730259027,441.24117702526166,3.3412476009368732,0.21805012707290633,2.2690313514659755,0.5709354101322188,0.28254559941910706,0.1796426874969506
Low-end,100,393,46,2.073508824349135,1.653108765107759,3000,BCH,0.05525770425764706,333.4199950505314,2.080887020970124,0.11074248320089315,2.500766817538036,0.9945307727254116,0.37179592887564483,0.12898741870174027
High-end,143,212,50,0.15167878537712198,0.8086844497595611,1000,BCH,0.019821883850926827,495.2592973923539,3.53676125793252,0.10602659176078136,2.8908859859681364,0.6596166663799263,0.48264521198586813,0.1468125404616726
High-end,99,166,21,0.7161633865626592,1.0853438932900041,1000,LDPC,0.06313451099792244,351.57588926849337,4.77144879252126,0.24902606490219573,1.8683238630817123,0.8842477524526746,0.41829788567913245,0.150317896924104
High-end,93,498,28,9.097252180286128,0.20689514008800822,4000,LDPC,0.09549284954101042,176.2108381214466,2.398969093206363,0.19276450463816044,2.8546717013002594,0.8368742616020182,0.20758037740723478,0.18074303215044948
High-end,95,69,14,5.617259818135307,0.31013254123794715,2000,LDPC,0.08731016869620552,316.8166352074842,4.282610769346095,0.2678823162912618,1.6292149893088526,0.7423178343165261,0.23331257879164025,0.17993777823422993
High-end,156,353,43,2.0381817427472533,1.0521345913298332,1000,LDPC,0.08001713850627838,373.06417726087477,3.6628282794910945,0.3848986778376071,1.2132126855293957,0.6285656399682478,0.4059124101884053,0.1303131668739782
High-end,123,382,19,9.82924229379893,0.86956889624845,3000,BCH,0.037476695832227604,383.0235072723339,4.782121855907921,0.22272468667186415,1.6804620264216392,0.9363714191188991,0.2678196023797459,0.1540419847371302
Mid-range,106,137,23,3.510811241362313,0.8280527617298317,2000,LDPC,0.028546354807486962,267.8568586919371,3.2179253166800534,0.3861549609190933,2.4451839220292424,0.5741329160367554,0.34171769005926134,0.18028677544568625
Low-end,114,436,30,3.655314434130272,0.2522291224270799,5000,LDPC,0.019692901092484623,303.82489817319015,4.759067211207499,0.21947384339784579,1.8119371811461533,0.5257199977882236,0.4744846164537837,0.16320647278293587
Mid-range,106,458,43,6.355587089438544,1.689488465229038,5000,BCH,0.03726793217928078,346.6288288859779,2.31896518440778,0.18138676374134893,2.3634457675174145,0.5348702702495413,0.47069132885554155,0.11472844193115603
Mid-range,112,403,31,2.62015683583037,1.191467405244324,3000,LDPC,0.06045353768743464,262.8326501410621,2.628381184712087,0.3589791796826427,1.0545864202412656,0.9278786496965676,0.40501492672817563,0.1249620008224781
High-end,168,73,47,7.446509520395464,1.5286099881681563,4000,LDPC,0.047424171821237496,447.6446747759931,4.48718073260588,0.10657934736339057,2.4633917087360917,0.8819838611143127,0.34147043306473535,0.16641549285537938
Mid-range,128,298,40,1.8724332661909102,0.4900707174817822,5000,BCH,0.0651094229485487,382.99514517224844,3.4178081262815025,0.24346836996329022,2.314734759910046,0.7105195385003655,0.2960893449283596,0.15431502129418234
High-end,86,414,13,3.1303130344719916,1.0286101173054083,1000,LDPC,0.062394366471224635,426.737141553108,2.1709538736165506,0.3856797202228943,2.5478091212281377,0.7855139122152281,0.4687552695775702,0.1486615367231426
Low-end,139,451,29,5.143707192746336,1.4804832539424122,1000,LDPC,0.05942240185212817,332.93472545570694,4.491139359638162,0.17389672278505391,1.3779220724363186,0.9969715416943538,0.4039612095966949,0.12329970890298926
High-end,148,209,48,8.231791138284397,1.0348505079698433,2000,BCH,0.06396678299451336,197.82187204942232,2.55548787928152,0.14809994100063997,2.034974161735393,0.8706651918217145,0.47962448708895933,0.15202743739759766
Low-end,113,409,35,6.432013107318343,1.5458166613746733,4000,BCH,0.07499275028281933,362.06673163532184,3.295115302008179,0.16889710677817493,2.8550439187503507,0.5137371002675369,0.478970430023014,0.18338597290500952
Low-end,121,149,22,8.932951155454054,0.8513603448731979,3000,BCH,0.08623971561083847,455.0971042454498,3.187726048986972,0.1574194459786128,2.574160788143824,0.9627483108859101,0.3734996416284394,0.16371933457168597
Low-end,138,302,29,3.1298295288298648,1.1851816864550848,2000,LDPC,0.03817922129744575,261.30967916859197,4.3445175205942625,0.31078610910631754,2.4444719709183507,0.6865592875898257,0.22334621154885712,0.12188409875063468
High-end,164,69,34,1.9708344066774781,0.76922200807921,1000,LDPC,0.0918308068343672,137.71022907619698,4.803343084610034,0.30813691923069797,2.4887343193953306,0.7199365631531489,0.2515343195215255,0.19926312879735897
Mid-range,157,350,19,0.8594739595967342,1.2315298332258742,3000,LDPC,0.0870710242763316,343.68443241459835,4.1579743331777586,0.2924062835439084,1.3268619725719912,0.8187675967773651,0.409693964752728,0.16657008984154362
Mid-range,129,338,45,9.63277224101816,0.9500375309784377,4000,LDPC,0.02285743338769284,284.75901769394204,4.746565905461028,0.40956870779486265,1.190192320796921,0.6943416073625264,0.24862928030365447,0.14312067373427356
Mid-range,146,470,42,4.736008377562567,1.54279706661043,5000,BCH,0.08144659054047912,455.0525180815964,3.6209168392237574,0.18139861405128502,2.2364878870770024,0.9118801490185532,0.4434367731680262,0.13236535437150765
Low-end,119,231,32,3.1391397251673325,0.42694011946085253,1000,BCH,0.02552860456240344,239.68341876137237,3.745464917132879,0.35895028393593165,1.708642739629953,0.5874793230804363,0.27961724589034237,0.1673993445934242
High-end,87,423,34,8.527347171625802,1.2906486365898282,5000,BCH,0.016593454854809234,488.991616967209,4.645926267606484,0.41227004984264815,2.418065161738954,0.8448765853450644,0.30340462936404017,0.10530067750406474
Low-end,85,112,41,3.6644929592270623,0.20661188627177274,4000,LDPC,0.0366526143324848,445.1457509673669,3.1728133263061458,0.4266563147674962,2.6649183894991078,0.7253552551291995,0.27235263769170814,0.16333177103125118
Low-end,119,263,43,3.7132712110246713,1.5049585327357626,4000,LDPC,0.0361921945838528,197.86642675227847,3.233103723088123,0.16213221893075375,2.4431122283488564,0.8087911691243705,0.3311473433717873,0.14683153938045487
Mid-range,142,143,25,5.567602742782311,1.6213292565309874,4000,LDPC,0.017520801835674043,380.1056410332579,3.011980431893721,0.4651085373357491,1.4931411171307467,0.5053572744968873,0.4402047447492232,0.17696638800103587
Mid-range,124,128,49,9.333687048520192,0.49260492633626835,4000,BCH,0.047550496517860016,426.9442199324118,2.8695448193528224,0.2532643316887384,2.537682197197912,0.6859197688725225,0.38372622077200946,0.17664929702860313
Low-end,103,306,31,9.96801504672942,1.3550928367585435,1000,LDPC,0.03568112381936882,319.5921600263988,4.969825223202372,0.12839053009737694,1.4385848580078568,0.6384465915888464,0.28862961737680726,0.12746052857472212
High-end,151,328,20,6.765286968960315,1.8494894034431197,4000,LDPC,0.037344460152706344,231.70936502475948,2.8891114612553324,0.2894876906968889,2.225671866364095,0.7162529711723944,0.24225324246047375,0.10707757115964799
High-end,123,287,28,7.589581649559973,1.26988242459006,4000,BCH,0.05973526066902167,476.854876487479,2.192704867866322,0.3907441396929663,1.2262423928389496,0.6328013072605121,0.34958178835934384,0.1461587052042081
High-end,161,344,13,1.1774845683438724,1.162939181386822,5000,BCH,0.027823955226759248,429.80626525758146,2.0914795584837784,0.35773409388227795,1.832314809927003,0.7725270579003448,0.3092571899613477,0.1272036388571126
Low-end,106,426,47,2.9871978403635353,1.9029368010214935,1000,BCH,0.09152338220475598,250.9345229116231,2.2884138611212608,0.10988001355451985,1.0050269432100085,0.8276955463531039,0.23986919010517885,0.13753198060767613
High-end,83,213,10,1.5979408438400278,1.2123484060638103,4000,LDPC,0.03371149475405272,146.98165404418006,4.7002800537187275,0.4322496869280765,2.8040698229886014,0.7449039171468981,0.22533042135191972,0.1577598076008626
Mid-range,93,231,44,5.199661033398881,0.42316007513153975,1000,BCH,0.03105395572711686,376.3900599979892,3.5510626494272595,0.10262309171657238,2.477342725854006,0.9887663092546919,0.2691262393354208,0.17224810982172242
Mid-range,147,352,37,0.15438301434372717,0.33715975624121414,5000,LDPC,0.03595386525529083,196.9644222539003,4.956637935130397,0.3754558356673673,2.869618181997274,0.7076512229633846,0.27057434898574,0.18104456919358186
High-end,137,417,19,2.3065585882040645,1.5484924484272056,5000,LDPC,0.0334592472393681,420.62480714296925,2.6590784383660897,0.1030413750635379,1.1015092264195872,0.6053368422471633,0.4259013656378293,0.10977388040828841
High-end,167,466,36,2.299863329235867,0.6382240370543442,2000,BCH,0.033858031792766856,162.98091846145894,3.7262279487299463,0.17558039245221405,2.766037831436046,0.681133962026266,0.33412972674211766,0.12859477589034868
Low-end,118,74,35,1.1804272938349558,0.348858944895281,2000,BCH,0.026938025177092616,387.4712633494154,3.587553181676528,0.2209790929412559,1.250929012001438,0.5303843496072966,0.4831542190515188,0.13959546277650262
Low-end,122,142,50,1.967906224239605,1.8221910453645345,1000,BCH,0.046943405676370155,116.27893535015725,2.000219901229368,0.19600435081010836,2.761048255090096,0.9028373858938522,0.4164897215212907,0.13913519418827522
Low-end,152,436,10,0.6133873396609822,1.2395732138771394,3000,BCH,0.06293514403383839,288.7592977438033,2.031529473507375,0.421336409040875,1.1094590786070402,0.6908924506729319,0.36979125936253965,0.12606868477664526
Mid-range,147,350,47,6.5224916725668605,0.6076742789661836,2000,BCH,0.018777399338507757,327.6780513337824,4.130338248414586,0.1623581014356873,2.980762821297944,0.5107483851972678,0.32484554681557815,0.1600938782604116
Mid-range,86,370,18,2.5737651739211733,0.7475737297783096,3000,LDPC,0.04674936336401938,367.4214795695837,3.6683035771910135,0.24477724164565484,2.894188028097897,0.5950762158156627,0.432206408535069,0.12244901030005607
Mid-range,134,301,48,3.4797654934642095,1.7341758095439734,1000,LDPC,0.0541114336702927,384.36391402968184,3.2935704077107606,0.40300366998298065,2.752134522606262,0.7947438886625374,0.3672635995849375,0.14134621718595552
High-end,83,225,24,9.156376217371635,0.41003259742764864,4000,BCH,0.0918717091646399,256.14097310340276,3.1720789545374473,0.13072104464722623,1.999862435717951,0.6598961242356335,0.317022734986037,0.1076169560637253
High-end,160,143,24,8.540595429275337,0.5764523281079912,1000,LDPC,0.02861638227464848,246.57222508572812,4.822648932022815,0.2476057232147217,2.5838052108968563,0.8714263659916762,0.2761049581339781,0.12384837934664407
Low-end,156,409,50,9.3699718011159,0.4345612289873686,2000,LDPC,0.02975352910889143,269.36033731532916,2.3142073618506864,0.14122208556688648,2.0980030937917604,0.5216268050223869,0.47405298108452587,0.19610205537977707
Low-end,120,287,11,5.334300558633364,0.4578708686937605,3000,BCH,0.09506789802282375,289.30862282551016,3.9111418304703065,0.14183892368747958,2.1962290833069993,0.7659979782470006,0.25531575591685174,0.13229968475615514
Mid-range,97,510,42,1.2855015927999611,1.6829662721183136,2000,LDPC,0.07731624446450756,112.19138806099464,4.348096137929611,0.4842574933915451,2.7675847731556305,0.5084662282974552,0.3680733411526165,0.17423442126693078
Mid-range,143,200,36,4.171094697267904,1.43827369704109,2000,BCH,0.07993844232344137,348.64808603687055,3.64537767460313,0.18780881288096404,2.62689220394385,0.7010752581991323,0.30291446946143397,0.17464421976804215
High-end,100,159,12,8.446870399534715,0.7643733389696372,1000,BCH,0.09149891255613005,329.16544070865376,3.1512817726682374,0.34404643483688285,1.1877335264077187,0.801018359731888,0.4856315915748471,0.1747359503824603
Low-end,117,365,21,1.4352119791282634,0.7536590323327224,3000,LDPC,0.08980062422621483,370.58099732124987,4.451701660891116,0.482235370750016,1.730501123837563,0.785611747144322,0.35114343390404956,0.14583050540557052
Mid-range,148,126,27,3.0626926084061035,1.8631470509257964,3000,BCH,0.06634495266376136,143.6081638699639,3.1429483400246743,0.4556091208037003,2.4710665086882786,0.6428829602925237,0.2414540586197481,0.11999868671817976
Low-end,90,367,41,6.135618022183127,1.3904595787982015,5000,BCH,0.042967853932251644,339.0255205178363,3.5788530172737545,0.3383774220530385,1.5661727374813157,0.7423146303227328,0.4304943985933124,0.12554918364941542
High-end,108,505,44,7.34717736896348,0.33549597131646663,4000,BCH,0.054527797922657335,345.0959895107603,4.328034686026577,0.23091879332792647,1.8715580536691372,0.7123459321022836,0.44861384549304206,0.16694097497989535
High-end,151,509,37,6.094525560164927,1.2262223922940167,4000,BCH,0.0783765664959387,108.02848600337836,2.4136267011761916,0.4818359594731967,1.9356222973871524,0.9114043997729402,0.23726790975630535,0.16954523419577677
Mid-range,134,125,30,7.585290045645934,1.9825532988724897,5000,LDPC,0.058892449375290555,345.9592148674253,4.166004518698338,0.1720324396581009,1.1358151816149091,0.5349146527530746,0.44643654238602287,0.10063458436859497
Low-end,140,414,49,2.893370618091875,1.9339787916424602,2000,BCH,0.08347142720028938,280.79826046390644,4.941166030233303,0.1852450687998478,1.237231736246769,0.6426485954938095,0.31310052832689106,0.14571364592702557
Mid-range,163,282,18,3.211112677211169,0.9799763205906504,4000,LDPC,0.024310883290398058,440.9470902575743,3.477474790002494,0.3490914506840245,1.0296984606806696,0.6446408369541686,0.2901116290304998,0.17214403760167785
High-end,143,163,38,2.497738627804534,0.4877118252457445,1000,BCH,0.026309861816970558,232.7340107181047,4.398706123132181,0.4588319124969238,1.4005596265659925,0.6191212496868677,0.2246491885970734,0.18501188054808815
Mid-range,103,391,17,6.314273325155524,1.2096156027082594,4000,LDPC,0.07521841993399404,475.2168280099336,3.745406144885279,0.14708562071997508,2.0751579000618143,0.6263201521352573,0.28842228644578594,0.18265967011497602
Mid-range,136,340,35,2.6611495210996425,0.339132000778419,2000,BCH,0.05644352365722942,340.80852817103005,4.797244348391109,0.11546878207986283,2.047213134952061,0.6178895450422182,0.25527975509492584,0.10208288180965391
Mid-range,131,87,14,9.14310218350276,0.9954500293464859,5000,BCH,0.07527053877567108,185.28007681277364,3.199617630770039,0.23035073661920136,2.3215263232539662,0.7431856675627451,0.34982310089856244,0.18610477438840284
Mid-range,158,222,23,3.7171632548086517,1.7032076967534695,1000,LDPC,0.0788370184930977,106.67999751264028,4.378562127138227,0.1848290585303095,1.0112768792929476,0.7325560797145875,0.26319694408213606,0.13861076152184743
Mid-range,108,407,47,9.81435948893405,0.5553801033853711,4000,LDPC,0.01013179417521348,132.76983098863099,4.973571826690732,0.16777154032083802,2.48821706318901,0.948249706628383,0.42559950519248424,0.17738704352299642
Mid-range,107,229,35,9.698142182384368,0.5113944090258424,4000,LDPC,0.09705724836132827,336.4735018433708,2.8160494282229798,0.1029226602552142,2.5114961344630644,0.9538819455650196,0.3704271417574445,0.15614772027419646
High-end,132,247,49,1.1306282447453515,1.4857814143751849,1000,BCH,0.06793033680221444,241.44024188352606,4.355610768733306,0.3449186368735926,1.516442317802813,0.776464719446319,0.46895100174873117,0.18471736655280596
High-end,139,497,25,7.090453956063794,0.32725851221818364,1000,LDPC,0.013895430040546771,240.24126934231595,3.757557135331872,0.36737120600594797,1.992603422222555,0.5660071203427499,0.3789188847502336,0.16676169594801218
High-end,107,78,29,6.498495689853289,0.7402291825424125,5000,LDPC,0.04559502459382964,403.6271840185558,3.7492096770767667,0.22827704373876553,1.0071845810305664,0.5984314939909361,0.4488385252182214,0.16147021628967567
Low-end,124,491,35,2.3773483052146975,0.2723081711721863,1000,LDPC,0.0641648700108543,463.81735183842113,3.833139996409346,0.32324960180259843,1.823977992068172,0.7834434349707462,0.25789619886959697,0.15877093069901735
